,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,,74.0,0,,6,,1,11,6,1,0,5,,3,3,,Barcelona,,1,21.05.2017 20:00,LaLiga - Round 38,,26.0,0,,3,,10,4,3,3,1,1,,1,2,,Eibar,,2,21.05.2017 20:00,LaLiga - Round 38
1,,72.0,1,,4,,2,7,12,1,4,5,0,3,8,,Barcelona,,0,21.05.2017 20:00,LaLiga - Round 38,,28.0,0,,1,,6,7,3,4,1,3,1,1,2,,Eibar,,2,21.05.2017 20:00,LaLiga - Round 38
2,,49.0,3,,3,,3,11,9,3,0,1,,4,2,,Malaga,,,21.05.2017 20:00,LaLiga - Round 38,,51.0,2,,2,,6,4,10,2,1,4,,4,4,,Real Madrid,,,21.05.2017 20:00,LaLiga - Round 38
3,,55.0,1,,6,,3,4,13,3,0,1,,8,4,,Malaga,,2,21.05.2017 20:00,LaLiga - Round 38,,45.0,0,,5,,3,3,6,4,1,1,,2,4,,Real Madrid,,0,21.05.2017 20:00,LaLiga - Round 38
4,,38.0,0,,0,,6,5,2,0,2,1,,0,2,,Atl. Madrid,,2,21.05.2017 16:45,LaLiga - Round 38,,62.0,5,,2,,4,7,10,0,0,0,,5,0,,Ath Bilbao,,0,21.05.2017 16:45,LaLiga - Round 38
5,,46.0,2,,2,,7,7,10,0,1,2,,6,2,,Atl. Madrid,,,21.05.2017 16:45,LaLiga - Round 38,,54.0,0,,3,,7,9,6,1,1,0,,5,1,,Ath Bilbao,,,21.05.2017 16:45,LaLiga - Round 38
6,,57.0,0,,1,,4,8,4,5,0,1,,4,0,,Celta Vigo,,2,21.05.2017 16:45,LaLiga - Round 38,,43.0,0,,3,,8,5,7,0,0,0,,2,5,,Real Sociedad,,0,21.05.2017 16:45,LaLiga - Round 38
7,,53.0,2,,2,,4,8,9,1,2,0,,2,5,,Celta Vigo,,0,21.05.2017 16:45,LaLiga - Round 38,,47.0,4,,4,,9,4,11,3,2,0,,4,3,,Real Sociedad,,1,21.05.2017 16:45,LaLiga - Round 38
8,,61.0,3,,8,,7,7,9,0,0,1,,3,3,,Valencia,,1,21.05.2017 16:45,LaLiga - Round 38,,39.0,2,,0,,7,8,5,3,1,0,,2,1,,Villarreal,,1,21.05.2017 16:45,LaLiga - Round 38
9,,45.0,0,,1,,8,4,7,3,1,0,,5,2,,Valencia,,1,21.05.2017 16:45,LaLiga - Round 38,,55.0,2,,0,,3,8,9,1,2,1,,2,5,,Villarreal,,1,21.05.2017 16:45,LaLiga - Round 38
10,,75.0,1,,1,,3,2,8,0,3,0,,2,5,,Sevilla,,1,20.05.2017 21:00,LaLiga - Round 38,,25.0,0,,1,,2,3,2,2,0,0,,2,0,,Osasuna,,0,20.05.2017 21:00,LaLiga - Round 38
11,,69.0,3,,0,,8,6,9,2,2,4,,4,2,,Sevilla,,2,20.05.2017 21:00,LaLiga - Round 38,,31.0,0,,0,,6,11,3,0,0,0,,1,2,,Osasuna,,1,20.05.2017 21:00,LaLiga - Round 38
12,,31.0,1,,0,,14,8,5,1,3,0,,0,4,,Dep. La Coruna,,2,20.05.2017 19:00,LaLiga - Round 38,,69.0,2,,6,,7,14,6,1,0,1,,3,1,,Las Palmas,,1,20.05.2017 19:00,LaLiga - Round 38
13,,41.0,0,,0,,11,8,4,3,0,2,0,3,1,,Dep. La Coruna,,2,20.05.2017 19:00,LaLiga - Round 38,,59.0,2,,3,,7,13,7,1,0,1,1,2,3,,Las Palmas,,3,20.05.2017 19:00,LaLiga - Round 38
14,,46.0,2,,4,,6,9,5,1,0,1,,3,0,,Leganes,,0,20.05.2017 19:00,LaLiga - Round 38,,54.0,1,,2,,7,7,8,0,0,2,,6,1,,Alaves,,1,20.05.2017 19:00,LaLiga - Round 38
15,,56.0,1,,4,,3,8,10,3,1,0,,5,4,,Leganes,,,20.05.2017 19:00,LaLiga - Round 38,,44.0,0,,2,,7,3,9,3,1,1,,5,4,,Alaves,,,20.05.2017 19:00,LaLiga - Round 38
16,,51.0,0,,0,,9,7,4,4,1,1,,2,2,,Gijon,,0,20.05.2017 17:00,LaLiga - Round 38,,49.0,1,,0,,6,10,9,1,1,1,,3,5,,Betis,,1,20.05.2017 17:00,LaLiga - Round 38
17,,49.0,3,,2,,6,8,7,3,1,3,,1,3,,Gijon,,0,20.05.2017 17:00,LaLiga - Round 38,,51.0,4,,3,,8,9,12,2,1,0,,4,4,,Betis,,1,20.05.2017 17:00,LaLiga - Round 38
18,,50.0,0,,2,,7,3,6,0,1,0,,0,6,,Granada CF,,,19.05.2017 20:45,LaLiga - Round 38,,50.0,1,,1,,5,7,3,5,2,0,,0,2,,Espanyol,,,19.05.2017 20:45,LaLiga - Round 38
19,,42.0,2,,1,,5,5,10,1,0,1,,7,1,,Granada CF,,0,19.05.2017 20:45,LaLiga - Round 38,,58.0,0,,2,,4,7,2,1,0,1,,1,1,,Espanyol,,3,19.05.2017 20:45,LaLiga - Round 38
20,,56.0,2,,1,,8,6,10,1,0,1,,5,3,,Celta Vigo,,1,17.05.2017 21:00,LaLiga - Round 21,,44.0,2,,3,,5,9,4,3,1,1,,0,2,,Real Madrid,,1,17.05.2017 21:00,LaLiga - Round 21
21,,48.0,3,,3,,9,5,7,3,1,1,1,1,3,,Celta Vigo,,5,17.05.2017 21:00,LaLiga - Round 21,,52.0,2,,3,,4,9,9,2,3,1,0,1,6,,Real Madrid,,1,17.05.2017 21:00,LaLiga - Round 21
22,,56.0,1,,3,,7,7,7,0,1,1,,2,4,,Ath Bilbao,,1,14.05.2017 20:00,LaLiga - Round 37,,44.0,1,,0,,6,8,1,3,0,1,,0,0,,Leganes,,3,14.05.2017 20:00,LaLiga - Round 37
23,,60.0,3,,7,,5,3,8,1,0,1,,3,2,,Ath Bilbao,,1,14.05.2017 20:00,LaLiga - Round 37,,40.0,0,,1,,2,4,4,2,1,0,,2,2,,Leganes,,4,14.05.2017 20:00,LaLiga - Round 37
24,,55.0,0,,1,,4,11,7,0,0,2,,5,2,,Betis,,1,14.05.2017 20:00,LaLiga - Round 37,,45.0,1,,4,,10,6,3,2,0,1,,2,0,,Atl. Madrid,,2,14.05.2017 20:00,LaLiga - Round 37
25,,67.0,2,,2,,3,6,6,1,1,0,,1,3,,Betis,,3,14.05.2017 20:00,LaLiga - Round 37,,33.0,0,,1,,6,3,2,2,1,0,,0,2,,Atl. Madrid,,2,14.05.2017 20:00,LaLiga - Round 37
26,,56.0,0,,1,,5,10,4,1,0,0,,3,1,,Eibar,,,14.05.2017 20:00,LaLiga - Round 37,,44.0,0,,2,,8,5,4,1,1,2,,2,2,,Gijon,,,14.05.2017 20:00,LaLiga - Round 37
27,,63.0,1,,4,,4,5,6,2,0,1,,4,1,,Eibar,,2,14.05.2017 20:00,LaLiga - Round 37,,37.0,2,,4,,2,5,7,1,0,3,,3,2,,Gijon,,2,14.05.2017 20:00,LaLiga - Round 37
28,,39.0,0,,1,,5,13,3,0,0,1,,1,2,,Las Palmas,,0,14.05.2017 20:00,LaLiga - Round 37,,61.0,1,,2,,9,7,4,2,2,4,,1,2,,Barcelona,,1,14.05.2017 20:00,LaLiga - Round 37
29,,39.0,1,,2,,8,7,8,1,1,3,,4,3,,Las Palmas,,,14.05.2017 20:00,LaLiga - Round 37,,61.0,3,,4,,6,11,7,2,2,1,,1,3,,Barcelona,,,14.05.2017 20:00,LaLiga - Round 37
30,,48.0,2,,2,,5,11,6,5,2,2,,1,3,,Real Madrid,,1,14.05.2017 20:00,LaLiga - Round 37,,52.0,2,,3,,9,6,9,1,0,2,,2,5,,Sevilla,,0,14.05.2017 20:00,LaLiga - Round 37
31,,50.0,1,,2,,9,12,8,0,2,1,,3,4,,Real Madrid,,3,14.05.2017 20:00,LaLiga - Round 37,,50.0,1,,2,,10,11,2,2,1,2,,0,1,,Sevilla,,2,14.05.2017 20:00,LaLiga - Round 37
32,,52.0,1,,6,,3,4,4,0,1,2,,1,2,,Real Sociedad,,,14.05.2017 20:00,LaLiga - Round 37,,48.0,1,,2,,4,9,4,1,1,1,,2,1,,Malaga,,,14.05.2017 20:00,LaLiga - Round 37
33,,64.0,2,,5,,7,14,11,2,1,3,,6,3,,Real Sociedad,,1,14.05.2017 20:00,LaLiga - Round 37,,36.0,1,,1,,12,10,5,2,1,2,,1,3,,Malaga,,2,14.05.2017 20:00,LaLiga - Round 37
34,,66.0,3,,6,,8,9,10,1,0,2,,5,2,,Villarreal,,2,14.05.2017 20:00,LaLiga - Round 37,,34.0,2,,3,,9,10,3,2,0,0,,0,1,,Dep. La Coruna,,1,14.05.2017 20:00,LaLiga - Round 37
35,,66.0,2,,5,,7,13,11,0,0,2,,7,2,,Villarreal,,0,14.05.2017 20:00,LaLiga - Round 37,,34.0,0,,0,,12,9,0,2,0,1,,0,0,,Dep. La Coruna,,3,14.05.2017 20:00,LaLiga - Round 37
36,,31.0,1,,2,,5,5,6,1,3,0,,2,3,,Alaves,,,14.05.2017 16:00,LaLiga - Round 37,,69.0,2,,3,,5,5,5,0,0,0,,2,1,,Celta Vigo,,,14.05.2017 16:00,LaLiga - Round 37
37,,39.0,0,,2,,6,8,5,2,0,0,,4,1,,Alaves,,1,14.05.2017 16:00,LaLiga - Round 37,,61.0,1,,1,,8,5,10,1,1,0,,6,3,,Celta Vigo,,3,14.05.2017 16:00,LaLiga - Round 37
38,,37.0,4,,4,,6,5,13,1,1,0,,4,5,,Osasuna,,,13.05.2017 18:30,LaLiga - Round 37,,63.0,0,,0,,3,6,2,4,1,2,,0,2,,Granada CF,,,13.05.2017 18:30,LaLiga - Round 37
39,,37.0,1,,4,,5,7,6,1,1,0,,3,2,,Osasuna,,1,13.05.2017 18:30,LaLiga - Round 37,,63.0,3,,3,,6,5,7,1,0,1,,3,1,,Granada CF,,3,13.05.2017 18:30,LaLiga - Round 37
40,,49.0,3,,2,,8,8,8,1,0,0,,3,2,,Espanyol,,0,13.05.2017 16:00,LaLiga - Round 37,,51.0,0,,0,,7,8,3,2,0,1,,2,1,,Valencia,,1,13.05.2017 16:00,LaLiga - Round 37
41,,51.0,1,,5,,11,7,7,1,0,0,,5,1,,Espanyol,,0,13.05.2017 16:00,LaLiga - Round 37,,49.0,1,,2,,7,11,6,1,1,0,,3,2,,Valencia,,3,13.05.2017 16:00,LaLiga - Round 37
42,,36.0,1,,1,,9,6,3,1,2,1,,0,2,,Leganes,,1,08.05.2017 20:45,LaLiga - Round 36,,64.0,0,,0,,7,9,6,0,0,0,,5,1,,Betis,,0,08.05.2017 20:45,LaLiga - Round 36
43,,36.0,0,,1,,9,7,3,2,2,4,,1,2,,Leganes,,2,08.05.2017 20:45,LaLiga - Round 36,,64.0,3,,2,,6,14,7,0,0,1,,2,2,,Betis,,0,08.05.2017 20:45,LaLiga - Round 36
44,,40.0,2,,2,,4,9,9,0,1,1,,2,5,,Malaga,,0,07.05.2017 20:45,LaLiga - Round 36,,60.0,0,,1,,8,5,1,4,0,1,,1,0,,Celta Vigo,,2,07.05.2017 20:45,LaLiga - Round 36
45,,46.0,0,,0,,9,9,5,2,2,0,,2,3,,Malaga,,2,07.05.2017 20:45,LaLiga - Round 36,,54.0,0,,0,,10,9,4,1,0,1,,2,2,,Celta Vigo,,2,07.05.2017 20:45,LaLiga - Round 36
46,,50.0,2,,4,,5,7,10,1,0,0,,5,3,,Dep. La Coruna,,,07.05.2017 18:30,LaLiga - Round 36,,50.0,0,,2,,5,4,6,3,2,2,,3,3,,Espanyol,,,07.05.2017 18:30,LaLiga - Round 36
47,,70.0,2,,8,,5,10,11,0,1,0,,7,2,,Dep. La Coruna,,1,07.05.2017 18:30,LaLiga - Round 36,,30.0,0,,2,,9,6,3,1,0,1,,3,0,,Espanyol,,2,07.05.2017 18:30,LaLiga - Round 36
48,,61.0,3,,8,,7,5,12,2,2,0,,3,6,,Valencia,,,07.05.2017 16:15,LaLiga - Round 36,,39.0,0,,1,,5,9,4,4,0,0,,2,2,,Osasuna,,,07.05.2017 16:15,LaLiga - Round 36
49,,67.0,0,,1,,8,8,7,1,2,2,,5,2,,Valencia,,3,07.05.2017 16:15,LaLiga - Round 36,,33.0,1,,1,,6,11,5,0,1,1,,2,2,,Osasuna,,2,07.05.2017 16:15,LaLiga - Round 36
50,,41.0,1,,2,,5,5,4,4,0,5,,3,0,,Alaves,,1,07.05.2017 12:00,LaLiga - Round 36,,59.0,2,,5,,6,10,12,0,0,0,,6,4,,Ath Bilbao,,2,07.05.2017 12:00,LaLiga - Round 36
51,,35.0,0,,1,,9,6,5,2,1,1,,2,3,,Alaves,,0,07.05.2017 12:00,LaLiga - Round 36,,65.0,1,,5,,5,10,8,2,0,0,,5,2,,Ath Bilbao,,2,07.05.2017 12:00,LaLiga - Round 36
52,,47.0,1,,1,,4,6,5,1,0,2,,4,0,,Granada CF,,,06.05.2017 20:45,LaLiga - Round 36,,53.0,0,,0,,5,6,7,0,4,1,,2,5,,Real Madrid,,,06.05.2017 20:45,LaLiga - Round 36
53,,49.0,3,,5,,10,5,8,3,0,0,,2,3,,Granada CF,,1,06.05.2017 20:45,LaLiga - Round 36,,51.0,1,,3,,3,9,9,3,0,2,,5,3,,Real Madrid,,0,06.05.2017 20:45,LaLiga - Round 36
54,,69.0,3,,3,,4,7,10,1,2,2,,4,3,,Barcelona,,1,06.05.2017 18:30,LaLiga - Round 36,,31.0,0,,1,,6,6,3,1,1,1,,1,2,,Villarreal,,1,06.05.2017 18:30,LaLiga - Round 36
55,,65.0,3,,1,,6,9,10,2,2,2,,2,5,,Barcelona,,1,06.05.2017 18:30,LaLiga - Round 36,,35.0,1,,2,,7,7,5,3,0,3,,2,2,,Villarreal,,3,06.05.2017 18:30,LaLiga - Round 36
56,,61.0,1,,3,,3,5,4,2,0,0,,3,0,,Atl. Madrid,,1,06.05.2017 16:15,LaLiga - Round 36,,39.0,0,,1,,5,3,3,0,0,1,,1,2,,Eibar,,1,06.05.2017 16:15,LaLiga - Round 36
57,,51.0,3,,3,,3,5,10,1,1,2,1,2,5,,Atl. Madrid,,4,06.05.2017 16:15,LaLiga - Round 36,,49.0,2,,4,,5,5,4,4,0,0,0,1,1,,Eibar,,2,06.05.2017 16:15,LaLiga - Round 36
58,,39.0,2,,2,,8,9,9,0,0,0,,5,2,,Gijon,,1,06.05.2017 13:00,LaLiga - Round 36,,61.0,0,,1,,8,8,2,2,0,1,,2,0,,Las Palmas,,1,06.05.2017 13:00,LaLiga - Round 36
59,,41.0,3,,3,,11,7,7,2,1,1,,3,1,,Gijon,,3,06.05.2017 13:00,LaLiga - Round 36,,59.0,1,,3,,7,10,6,0,0,0,,3,2,,Las Palmas,,2,06.05.2017 13:00,LaLiga - Round 36
60,,47.0,1,,7,,14,6,6,1,1,1,,2,3,,Sevilla,,2,05.05.2017 21:00,LaLiga - Round 36,,53.0,0,,1,,6,15,5,2,0,0,,4,1,,Real Sociedad,,1,05.05.2017 21:00,LaLiga - Round 36
61,,57.0,1,,3,,6,5,5,1,0,2,0,4,0,,Sevilla,,2,05.05.2017 21:00,LaLiga - Round 36,,43.0,1,,2,,4,8,4,0,1,1,1,1,2,,Real Sociedad,,4,05.05.2017 21:00,LaLiga - Round 36
62,,41.0,1,,1,,9,8,5,0,1,0,,3,1,,Malaga,,1,01.05.2017 21:00,LaLiga - Round 35,,59.0,0,,1,,7,8,3,0,1,2,,2,1,,Sevilla,,4,01.05.2017 21:00,LaLiga - Round 35
63,,37.0,2,,0,,5,12,6,2,3,2,,0,4,,Malaga,,2,01.05.2017 21:00,LaLiga - Round 35,,63.0,0,,2,,11,6,6,1,1,3,,3,3,,Sevilla,,1,01.05.2017 21:00,LaLiga - Round 35
64,,44.0,2,,0,,3,5,3,3,0,2,,1,0,,Celta Vigo,,,30.04.2017 20:45,LaLiga - Round 35,,56.0,4,,6,,4,5,11,0,1,1,,3,4,,Ath Bilbao,,,30.04.2017 20:45,LaLiga - Round 35
65,,52.0,0,,0,,5,7,2,6,0,2,,2,0,,Celta Vigo,,1,30.04.2017 20:45,LaLiga - Round 35,,48.0,1,,5,,7,7,11,0,2,0,,2,8,,Ath Bilbao,,1,30.04.2017 20:45,LaLiga - Round 35
66,,50.0,1,,1,,6,4,4,1,0,0,,2,1,,Eibar,,0,30.04.2017 18:30,LaLiga - Round 35,,50.0,0,,7,,4,6,5,1,0,0,,4,1,,Leganes,,1,30.04.2017 18:30,LaLiga - Round 35
67,,46.0,0,,1,,6,7,5,0,2,0,,1,4,,Eibar,,1,30.04.2017 18:30,LaLiga - Round 35,,54.0,4,,4,,5,6,7,2,0,2,,3,0,,Leganes,,1,30.04.2017 18:30,LaLiga - Round 35
68,,51.0,0,,1,,10,9,6,1,1,1,,5,1,,Betis,,0,30.04.2017 16:15,LaLiga - Round 35,,49.0,2,,0,,8,12,4,0,0,1,,1,1,,Alaves,,3,30.04.2017 16:15,LaLiga - Round 35
69,,69.0,2,,3,,4,9,5,0,0,0,,1,2,,Betis,,1,30.04.2017 16:15,LaLiga - Round 35,,31.0,0,,0,,8,4,5,2,4,1,,1,4,,Alaves,,2,30.04.2017 16:15,LaLiga - Round 35
70,,42.0,0,,1,,4,7,5,1,1,0,,4,1,,Osasuna,,2,30.04.2017 12:00,LaLiga - Round 35,,58.0,1,,3,,7,4,6,0,1,0,,3,2,,Dep. La Coruna,,1,30.04.2017 12:00,LaLiga - Round 35
71,,44.0,2,,6,,5,4,11,2,1,0,,5,4,,Osasuna,,0,30.04.2017 12:00,LaLiga - Round 35,,56.0,3,,4,,4,5,9,3,1,1,,3,3,,Dep. La Coruna,,2,30.04.2017 12:00,LaLiga - Round 35
72,,34.0,0,,2,,9,12,1,0,0,1,,1,0,,Espanyol,,1,29.04.2017 20:45,LaLiga - Round 35,,66.0,2,,2,,11,10,4,0,0,1,,2,0,,Barcelona,,0,29.04.2017 20:45,LaLiga - Round 35
73,,34.0,2,,2,,10,7,5,6,0,1,,0,3,,Espanyol,,2,29.04.2017 20:45,LaLiga - Round 35,,66.0,1,,3,,7,11,11,3,3,0,,1,9,,Barcelona,,0,29.04.2017 20:45,LaLiga - Round 35
74,,46.0,4,,3,,4,6,7,2,0,0,,1,2,,Las Palmas,,2,29.04.2017 18:30,LaLiga - Round 35,,54.0,0,,1,,5,4,5,2,3,1,,0,5,,Atl. Madrid,,2,29.04.2017 18:30,LaLiga - Round 35
75,,54.0,4,,4,,2,9,8,0,0,1,1,3,1,,Las Palmas,,2,29.04.2017 18:30,LaLiga - Round 35,,46.0,0,,0,,8,3,3,1,2,1,0,1,2,,Atl. Madrid,,2,29.04.2017 18:30,LaLiga - Round 35
76,,65.0,1,,2,,4,4,6,1,1,1,,2,3,,Real Madrid,,0,29.04.2017 16:15,LaLiga - Round 35,,35.0,2,,2,,4,5,6,2,0,0,,3,1,,Valencia,,2,29.04.2017 16:15,LaLiga - Round 35
77,,55.0,7,,0,,9,4,14,0,1,2,,5,2,,Real Madrid,,3,29.04.2017 16:15,LaLiga - Round 35,,45.0,0,,1,,6,11,3,1,1,0,,2,1,,Valencia,,2,29.04.2017 16:15,LaLiga - Round 35
78,,57.0,2,,4,,8,10,4,1,1,3,,1,1,,Real Sociedad,,0,29.04.2017 13:00,LaLiga - Round 35,,43.0,0,,0,,10,11,2,0,0,0,,1,1,,Granada CF,,1,29.04.2017 13:00,LaLiga - Round 35
79,,49.0,2,,3,,6,9,9,1,1,2,,3,4,,Real Sociedad,,0,29.04.2017 13:00,LaLiga - Round 35,,51.0,1,,1,,6,8,3,3,1,3,,0,2,,Granada CF,,2,29.04.2017 13:00,LaLiga - Round 35
80,,58.0,2,,2,,4,5,6,2,1,0,,1,3,,Villarreal,,0,28.04.2017 20:45,LaLiga - Round 35,,42.0,1,,5,,4,5,6,2,0,0,,3,2,,Gijon,,1,28.04.2017 20:45,LaLiga - Round 35
81,,52.0,4,,2,,5,6,12,4,2,1,,5,3,,Villarreal,,2,28.04.2017 20:45,LaLiga - Round 35,,48.0,1,,2,,6,6,8,1,1,0,,2,5,,Gijon,,0,28.04.2017 20:45,LaLiga - Round 35
82,,58.0,3,,6,,9,12,8,1,0,0,,1,4,,Ath Bilbao,,1,27.04.2017 21:30,LaLiga - Round 34,,42.0,0,,0,,9,9,3,4,0,4,,2,1,,Betis,,1,27.04.2017 21:30,LaLiga - Round 34
83,,46.0,1,,5,,1,7,10,1,2,1,,4,5,,Ath Bilbao,,0,27.04.2017 21:30,LaLiga - Round 34,,54.0,2,,1,,8,3,6,3,1,0,,2,2,,Betis,,2,27.04.2017 21:30,LaLiga - Round 34
84,,63.0,2,,3,,10,11,8,0,0,1,,4,2,,Sevilla,,1,27.04.2017 20:30,LaLiga - Round 34,,37.0,2,,0,,11,11,6,2,0,0,,4,0,,Celta Vigo,,2,27.04.2017 20:30,LaLiga - Round 34
85,,61.0,1,,2,,10,8,8,0,2,3,0,4,3,,Sevilla,,0,27.04.2017 20:30,LaLiga - Round 34,,39.0,1,,1,,7,12,4,1,1,1,1,2,1,,Celta Vigo,,2,27.04.2017 20:30,LaLiga - Round 34
86,,54.0,1,,0,,6,7,6,3,0,2,0,4,1,,Alaves,,2,27.04.2017 19:30,LaLiga - Round 34,,46.0,0,,1,,7,8,3,1,0,0,1,0,3,,Eibar,,2,27.04.2017 19:30,LaLiga - Round 34
87,,79.0,1,,3,,7,7,8,1,0,2,,4,3,,Alaves,,2,27.04.2017 19:30,LaLiga - Round 34,,21.0,0,,0,,7,9,3,3,0,0,,2,1,,Eibar,,0,27.04.2017 19:30,LaLiga - Round 34
88,,50.0,3,,2,,5,5,11,4,1,1,,4,4,,Dep. La Coruna,,,26.04.2017 21:30,LaLiga - Round 34,,50.0,2,,2,,3,6,12,3,3,2,,3,7,,Real Madrid,,,26.04.2017 21:30,LaLiga - Round 34
89,,44.0,2,,2,,7,4,8,1,1,1,,3,3,,Dep. La Coruna,,3,26.04.2017 21:30,LaLiga - Round 34,,56.0,1,,3,,2,8,10,2,3,2,,5,4,,Real Madrid,,1,26.04.2017 21:30,LaLiga - Round 34
90,,45.0,2,,2,,10,9,6,0,0,0,,3,1,,Leganes,,1,26.04.2017 20:30,LaLiga - Round 34,,55.0,0,,0,,9,10,2,1,0,0,,2,0,,Las Palmas,,0,26.04.2017 20:30,LaLiga - Round 34
91,,51.0,2,,4,,4,8,10,0,3,0,,4,4,,Leganes,,,26.04.2017 20:30,LaLiga - Round 34,,49.0,3,,3,,8,4,5,1,0,1,,2,0,,Las Palmas,,,26.04.2017 20:30,LaLiga - Round 34
92,,44.0,1,,1,,3,7,4,0,0,2,,3,0,,Valencia,,2,26.04.2017 20:30,LaLiga - Round 34,,56.0,1,,3,,7,4,7,0,2,0,,4,2,,Real Sociedad,,2,26.04.2017 20:30,LaLiga - Round 34
93,,50.0,5,,1,,12,13,10,0,2,1,,2,3,,Valencia,,2,26.04.2017 20:30,LaLiga - Round 34,,50.0,0,,0,,14,13,2,1,1,0,,1,1,,Real Sociedad,,1,26.04.2017 20:30,LaLiga - Round 34
94,,76.0,2,,3,,2,5,7,0,2,1,,2,3,,Barcelona,,,26.04.2017 19:30,LaLiga - Round 34,,24.0,0,,0,,3,3,1,1,0,2,,1,0,,Osasuna,,,26.04.2017 19:30,LaLiga - Round 34
95,,78.0,4,,7,,1,4,12,1,5,0,,2,6,,Barcelona,,,26.04.2017 19:30,LaLiga - Round 34,,22.0,0,,1,,4,2,2,1,1,2,,0,2,,Osasuna,,,26.04.2017 19:30,LaLiga - Round 34
96,,46.0,0,,2,,7,7,10,0,0,2,,3,7,,Atl. Madrid,,,25.04.2017 21:30,LaLiga - Round 34,,54.0,0,,0,,6,9,2,7,0,0,,2,0,,Villarreal,,,25.04.2017 21:30,LaLiga - Round 34
97,,56.0,6,,3,,8,9,13,1,0,0,,5,2,,Atl. Madrid,,2,25.04.2017 21:30,LaLiga - Round 34,,44.0,2,,1,,10,8,4,2,1,0,,0,2,,Villarreal,,6,25.04.2017 21:30,LaLiga - Round 34
98,,43.0,0,,1,,9,7,0,4,0,0,,0,0,,Granada CF,,2,25.04.2017 20:30,LaLiga - Round 34,,57.0,1,,4,,6,9,10,0,0,1,,5,4,,Malaga,,0,25.04.2017 20:30,LaLiga - Round 34
99,,49.0,1,,1,,13,9,3,0,0,0,,1,1,,Granada CF,,3,25.04.2017 20:30,LaLiga - Round 34,,51.0,1,,0,,7,13,7,1,2,2,,4,2,,Malaga,,0,25.04.2017 20:30,LaLiga - Round 34
100,,51.0,2,,3,,5,11,9,1,1,0,,2,5,,Gijon,,1,25.04.2017 19:30,LaLiga - Round 34,,49.0,1,,1,,8,5,6,4,0,3,,4,1,,Espanyol,,1,25.04.2017 19:30,LaLiga - Round 34
101,,53.0,1,,4,,4,3,7,3,0,0,,5,1,,Gijon,,0,25.04.2017 19:30,LaLiga - Round 34,,47.0,1,,1,,3,5,8,1,1,0,,3,4,,Espanyol,,1,25.04.2017 19:30,LaLiga - Round 34
102,,50.0,4,,3,,5,3,4,0,0,3,,0,0,,Eibar,,1,24.04.2017 20:45,LaLiga - Round 33,,50.0,2,,4,,1,8,4,0,0,2,,2,0,,Ath Bilbao,,0,24.04.2017 20:45,LaLiga - Round 33
103,,41.0,0,,2,,10,8,3,2,0,1,1,1,2,,Eibar,,3,24.04.2017 20:45,LaLiga - Round 33,,59.0,0,,1,,8,11,5,2,1,0,0,2,3,,Ath Bilbao,,2,24.04.2017 20:45,LaLiga - Round 33
104,,41.0,0,,1,,5,3,9,0,1,4,,3,6,,Real Madrid,,1,23.04.2017 20:45,LaLiga - Round 33,,59.0,1,,1,,3,9,7,5,1,1,,5,1,,Barcelona,,1,23.04.2017 20:45,LaLiga - Round 33
105,,43.0,0,,6,,8,6,13,6,1,2,1,5,8,,Real Madrid,,2,23.04.2017 20:45,LaLiga - Round 33,,57.0,0,,3,,5,9,9,7,2,1,0,1,8,,Barcelona,,1,23.04.2017 20:45,LaLiga - Round 33
106,,67.0,1,,3,,6,8,8,1,1,1,,6,1,,Las Palmas,,1,23.04.2017 18:30,LaLiga - Round 33,,33.0,0,,3,,9,7,3,0,0,0,,2,1,,Alaves,,0,23.04.2017 18:30,LaLiga - Round 33
107,,59.0,1,,0,,10,8,6,3,0,1,1,3,2,,Las Palmas,,3,23.04.2017 18:30,LaLiga - Round 33,,41.0,1,,6,,5,9,9,2,1,2,0,4,4,,Alaves,,1,23.04.2017 18:30,LaLiga - Round 33
108,,32.0,0,,3,,6,3,3,4,0,2,,1,2,,Celta Vigo,,0,23.04.2017 16:15,LaLiga - Round 33,,68.0,3,,3,,6,8,11,2,0,0,,4,4,,Betis,,1,23.04.2017 16:15,LaLiga - Round 33
109,,61.0,1,,2,,10,9,5,1,0,3,,2,2,,Celta Vigo,,3,23.04.2017 16:15,LaLiga - Round 33,,39.0,2,,3,,9,11,6,2,1,1,,2,2,,Betis,,4,23.04.2017 16:15,LaLiga - Round 33
110,,53.0,2,,5,,6,6,11,0,1,1,,6,3,,Real Sociedad,,1,23.04.2017 12:00,LaLiga - Round 33,,47.0,1,,1,,6,7,2,2,0,1,,1,0,,Dep. La Coruna,,1,23.04.2017 12:00,LaLiga - Round 33
