,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
443,,66.0,0,,3,,7,7,9,0,3,1,,3,6,,Barcelona,,0,18.12.2016 20:45,LaLiga - Round 16,,34.0,0,,0,,7,8,1,3,1,0,,0,1,,Espanyol,,1,18.12.2016 20:45,LaLiga - Round 16
444,,61.0,1,,2,,4,7,7,2,2,3,,3,3,,Dep. La Coruna,,,18.12.2016 18:30,LaLiga - Round 16,,39.0,3,,1,,5,5,7,1,0,2,,2,2,,Osasuna,,,18.12.2016 18:30,LaLiga - Round 16
445,,69.0,0,,3,,4,11,1,1,0,2,,0,1,,Dep. La Coruna,,1,18.12.2016 18:30,LaLiga - Round 16,,31.0,1,,0,,11,6,6,1,0,3,,4,1,,Osasuna,,3,18.12.2016 18:30,LaLiga - Round 16
446,,45.0,1,,2,,5,9,5,3,1,1,1,2,2,,Leganes,,0,18.12.2016 16:15,LaLiga - Round 16,,55.0,1,,3,,6,6,6,1,0,2,0,2,3,,Eibar,,1,18.12.2016 16:15,LaLiga - Round 16
447,,33.0,1,,1,,5,5,3,0,0,1,,2,0,,Leganes,,2,18.12.2016 16:15,LaLiga - Round 16,,67.0,3,,3,,4,4,9,0,1,3,,5,1,,Eibar,,1,18.12.2016 16:15,LaLiga - Round 16
448,,66.0,1,,2,,11,1,9,1,4,1,,3,5,,Sevilla,,1,17.12.2016 20:45,LaLiga - Round 16,,34.0,2,,2,,1,12,5,1,0,0,,2,1,,Malaga,,0,17.12.2016 20:45,LaLiga - Round 16
449,,51.0,0,,1,,6,13,0,1,0,3,1,0,0,,Sevilla,,3,17.12.2016 20:45,LaLiga - Round 16,,49.0,5,,4,,11,8,12,0,1,2,0,5,2,,Malaga,,3,17.12.2016 20:45,LaLiga - Round 16
450,,33.0,1,,3,,5,5,3,2,0,1,,0,2,,Granada CF,,,17.12.2016 18:30,LaLiga - Round 16,,67.0,7,,6,,6,6,11,2,0,0,,2,2,,Real Sociedad,,,17.12.2016 18:30,LaLiga - Round 16
451,,41.0,1,,2,,4,6,7,2,0,0,,4,2,,Granada CF,,0,17.12.2016 18:30,LaLiga - Round 16,,59.0,1,,3,,5,3,7,2,2,3,,2,4,,Real Sociedad,,1,17.12.2016 18:30,LaLiga - Round 16
452,,31.0,2,,5,,7,4,9,0,0,1,,6,1,,Atl. Madrid,,1,17.12.2016 16:15,LaLiga - Round 16,,69.0,1,,2,,5,6,4,1,0,0,,3,0,,Las Palmas,,0,17.12.2016 16:15,LaLiga - Round 16
453,,31.0,2,,3,,8,7,7,3,1,1,,3,2,,Atl. Madrid,,1,17.12.2016 16:15,LaLiga - Round 16,,69.0,1,,3,,6,7,7,1,0,1,,3,3,,Las Palmas,,1,17.12.2016 16:15,LaLiga - Round 16
454,,51.0,1,,4,,5,10,4,1,0,1,,2,1,,Gijon,,0,17.12.2016 13:00,LaLiga - Round 16,,49.0,3,,0,,6,6,8,1,2,4,,2,3,,Villarreal,,1,17.12.2016 13:00,LaLiga - Round 16
455,,49.0,0,,8,,11,9,12,5,1,0,,6,6,,Gijon,,2,17.12.2016 13:00,LaLiga - Round 16,,51.0,0,,2,,8,10,6,5,1,1,,0,6,,Villarreal,,0,17.12.2016 13:00,LaLiga - Round 16
456,,62.0,0,,3,,10,1,5,0,0,2,,4,1,,Alaves,,2,16.12.2016 20:45,LaLiga - Round 16,,38.0,1,,2,,1,11,1,1,0,0,,0,0,,Betis,,0,16.12.2016 20:45,LaLiga - Round 16
457,,38.0,1,,3,,10,5,5,3,1,0,,3,1,,Alaves,,4,16.12.2016 20:45,LaLiga - Round 16,,62.0,1,,2,,5,10,5,0,0,0,,1,3,,Betis,,1,16.12.2016 20:45,LaLiga - Round 16
458,,59.0,0,,1,,7,6,7,2,0,0,,3,4,,Villarreal,,2,12.12.2016 20:45,LaLiga - Round 15,,41.0,3,,3,,3,7,6,2,0,3,,1,2,,Atl. Madrid,,1,12.12.2016 20:45,LaLiga - Round 15
459,,49.0,0,,1,,6,13,2,1,1,0,,1,1,,Villarreal,,1,12.12.2016 20:45,LaLiga - Round 15,,51.0,4,,4,,10,7,7,0,0,3,,2,1,,Atl. Madrid,,2,12.12.2016 20:45,LaLiga - Round 15
460,,44.0,2,,2,,8,7,4,2,1,2,,1,1,,Betis,,2,11.12.2016 20:45,LaLiga - Round 15,,56.0,3,,2,,7,10,6,0,0,0,,1,2,,Ath Bilbao,,1,11.12.2016 20:45,LaLiga - Round 15
461,,32.0,0,,1,,6,5,2,2,0,0,,2,0,,Betis,,1,11.12.2016 20:45,LaLiga - Round 15,,68.0,2,,5,,5,6,8,0,0,0,,4,2,,Ath Bilbao,,1,11.12.2016 20:45,LaLiga - Round 15
462,,51.0,1,,2,,2,6,6,3,0,1,,4,1,,Espanyol,,,11.12.2016 18:30,LaLiga - Round 15,,49.0,1,,3,,6,3,6,1,0,0,,2,3,,Gijon,,,11.12.2016 18:30,LaLiga - Round 15
463,,36.0,0,,2,,11,4,6,1,2,0,,1,5,,Espanyol,,1,11.12.2016 18:30,LaLiga - Round 15,,64.0,3,,0,,4,11,7,3,1,0,,2,2,,Gijon,,2,11.12.2016 18:30,LaLiga - Round 15
464,,41.0,0,,2,,4,3,7,2,0,0,,4,3,,Celta Vigo,,1,11.12.2016 16:15,LaLiga - Round 15,,59.0,0,,4,,3,4,7,3,0,0,,5,2,,Sevilla,,0,11.12.2016 16:15,LaLiga - Round 15
465,,53.0,3,,2,,9,10,7,0,0,1,,1,3,,Celta Vigo,,2,11.12.2016 16:15,LaLiga - Round 15,,47.0,0,,2,,10,9,7,3,3,0,,4,3,,Sevilla,,3,11.12.2016 16:15,LaLiga - Round 15
466,,60.0,1,,1,,8,6,3,3,0,1,,1,1,,Eibar,,1,11.12.2016 12:00,LaLiga - Round 15,,40.0,0,,0,,4,8,3,1,0,1,,0,3,,Alaves,,1,11.12.2016 12:00,LaLiga - Round 15
467,,66.0,4,,6,,6,6,5,0,0,0,,1,0,,Eibar,,,11.12.2016 12:00,LaLiga - Round 15,,34.0,0,,2,,3,5,0,0,0,3,,0,0,,Alaves,,,11.12.2016 12:00,LaLiga - Round 15
468,,63.0,6,,7,,9,6,11,0,0,3,,4,1,,Real Madrid,,0,10.12.2016 20:45,LaLiga - Round 15,,37.0,0,,2,,7,13,2,1,0,0,,2,0,,Dep. La Coruna,,2,10.12.2016 20:45,LaLiga - Round 15
469,,65.0,1,,3,,7,11,6,0,3,1,,1,4,,Real Madrid,,3,10.12.2016 20:45,LaLiga - Round 15,,35.0,0,,1,,10,8,2,1,2,1,,0,2,,Dep. La Coruna,,2,10.12.2016 20:45,LaLiga - Round 15
470,,72.0,1,,1,,7,10,2,3,1,2,,0,1,,Las Palmas,,0,10.12.2016 18:30,LaLiga - Round 15,,28.0,2,,4,,10,9,6,0,0,3,,1,3,,Leganes,,3,10.12.2016 18:30,LaLiga - Round 15
471,,66.0,3,,5,,10,8,3,2,0,0,,0,0,,Las Palmas,,3,10.12.2016 18:30,LaLiga - Round 15,,34.0,0,,0,,8,8,5,0,1,2,,2,3,,Leganes,,0,10.12.2016 18:30,LaLiga - Round 15
472,,65.0,1,,4,,8,5,5,1,2,0,,2,2,,Real Sociedad,,1,10.12.2016 16:15,LaLiga - Round 15,,35.0,3,,3,,6,6,5,0,1,0,,0,2,,Valencia,,0,10.12.2016 16:15,LaLiga - Round 15
473,,63.0,2,,4,,9,15,9,0,1,2,0,3,4,,Real Sociedad,,3,10.12.2016 16:15,LaLiga - Round 15,,37.0,2,,1,,14,10,4,3,1,2,1,1,1,,Valencia,,6,10.12.2016 16:15,LaLiga - Round 15
474,,20.0,2,,1,,12,5,2,2,0,0,,0,0,,Osasuna,,1,10.12.2016 13:00,LaLiga - Round 15,,80.0,1,,3,,3,12,11,0,0,2,,8,2,,Barcelona,,0,10.12.2016 13:00,LaLiga - Round 15
475,,20.0,0,,1,,6,4,2,1,0,2,,1,1,,Osasuna,,2,10.12.2016 13:00,LaLiga - Round 15,,80.0,0,,2,,3,7,6,1,3,1,,2,4,,Barcelona,,0,10.12.2016 13:00,LaLiga - Round 15
476,,51.0,1,,2,,7,6,6,0,1,1,,2,3,,Malaga,,1,09.12.2016 20:45,LaLiga - Round 15,,49.0,3,,1,,5,9,5,2,0,2,,2,0,,Granada CF,,1,09.12.2016 20:45,LaLiga - Round 15
477,,51.0,2,,4,,9,11,10,1,0,3,,4,4,,Malaga,,2,09.12.2016 20:45,LaLiga - Round 15,,49.0,0,,1,,9,12,3,4,1,2,,1,2,,Granada CF,,4,09.12.2016 20:45,LaLiga - Round 15
478,,41.0,2,,5,,7,3,7,2,3,2,,1,4,,Dep. La Coruna,,,05.12.2016 20:45,LaLiga - Round 14,,59.0,1,,3,,2,9,8,1,0,1,,5,2,,Real Sociedad,,,05.12.2016 20:45,LaLiga - Round 14
479,,49.0,1,,3,,8,6,8,0,2,0,,1,6,,Dep. La Coruna,,1,05.12.2016 20:45,LaLiga - Round 14,,51.0,0,,3,,8,8,6,4,1,0,,5,1,,Real Sociedad,,4,05.12.2016 20:45,LaLiga - Round 14
480,,45.0,2,,2,,7,5,5,2,2,2,,0,3,,Valencia,,1,04.12.2016 20:45,LaLiga - Round 14,,55.0,3,,3,,5,8,9,1,1,1,,3,3,,Malaga,,1,04.12.2016 20:45,LaLiga - Round 14
481,,31.0,3,,0,,9,2,3,2,0,1,,0,0,,Valencia,,4,04.12.2016 20:45,LaLiga - Round 14,,69.0,1,,10,,2,8,10,0,1,0,,6,3,,Malaga,,0,04.12.2016 20:45,LaLiga - Round 14
482,,36.0,0,,3,,7,6,6,1,1,0,,5,1,,Alaves,,1,04.12.2016 18:30,LaLiga - Round 14,,64.0,0,,2,,6,6,3,0,0,0,,2,1,,Las Palmas,,2,04.12.2016 18:30,LaLiga - Round 14
483,,32.0,1,,0,,8,6,3,1,0,0,,1,1,,Alaves,,2,04.12.2016 18:30,LaLiga - Round 14,,68.0,0,,3,,5,7,7,1,1,1,,5,2,,Las Palmas,,1,04.12.2016 18:30,LaLiga - Round 14
484,,60.0,0,,1,,7,8,5,0,1,1,,4,1,,Gijon,,1,04.12.2016 18:30,LaLiga - Round 14,,40.0,1,,0,,7,9,3,0,0,1,,2,0,,Osasuna,,1,04.12.2016 18:30,LaLiga - Round 14
485,,52.0,0,,1,,10,7,4,1,2,0,,0,4,,Gijon,,2,04.12.2016 18:30,LaLiga - Round 14,,48.0,2,,5,,6,11,12,2,1,1,,8,2,,Osasuna,,0,04.12.2016 18:30,LaLiga - Round 14
486,,55.0,0,,2,,5,15,4,0,1,2,,3,1,,Ath Bilbao,,0,04.12.2016 16:15,LaLiga - Round 14,,45.0,1,,1,,11,8,5,0,0,4,,4,0,,Eibar,,3,04.12.2016 16:15,LaLiga - Round 14
487,,38.0,2,,0,,4,7,8,3,2,2,,2,4,,Ath Bilbao,,1,04.12.2016 16:15,LaLiga - Round 14,,62.0,0,,1,,5,5,4,2,1,2,,0,4,,Eibar,,1,04.12.2016 16:15,LaLiga - Round 14
488,,30.0,2,,0,,10,7,4,2,1,0,,1,1,,Betis,,2,04.12.2016 12:00,LaLiga - Round 14,,70.0,1,,1,,7,10,5,0,1,2,,1,3,,Celta Vigo,,0,04.12.2016 12:00,LaLiga - Round 14
489,,50.0,5,,4,,12,9,12,1,2,0,1,3,4,,Betis,,4,04.12.2016 12:00,LaLiga - Round 14,,50.0,3,,2,,7,14,8,2,2,2,0,2,3,,Celta Vigo,,1,04.12.2016 12:00,LaLiga - Round 14
490,,69.0,2,,4,,5,7,3,2,0,2,,0,1,,Atl. Madrid,,1,03.12.2016 20:45,LaLiga - Round 14,,31.0,0,,0,,7,7,2,1,0,0,,0,2,,Espanyol,,1,03.12.2016 20:45,LaLiga - Round 14
491,,65.0,3,,5,,5,11,8,1,0,1,,3,2,,Atl. Madrid,,1,03.12.2016 20:45,LaLiga - Round 14,,35.0,1,,2,,12,7,4,2,0,0,,2,1,,Espanyol,,1,03.12.2016 20:45,LaLiga - Round 14
492,,52.0,2,,1,,9,11,5,1,0,2,,1,2,,Leganes,,3,03.12.2016 18:30,LaLiga - Round 14,,48.0,1,,0,,10,11,3,2,0,3,,1,1,,Villarreal,,2,03.12.2016 18:30,LaLiga - Round 14
493,,42.0,2,,1,,12,10,6,2,0,1,,2,2,,Leganes,,3,03.12.2016 18:30,LaLiga - Round 14,,58.0,2,,4,,6,13,6,2,0,2,,2,2,,Villarreal,,1,03.12.2016 18:30,LaLiga - Round 14
494,,55.0,2,,3,,12,7,4,4,0,1,,1,1,,Barcelona,,1,03.12.2016 16:15,LaLiga - Round 14,,45.0,1,,3,,6,12,7,1,0,1,,2,4,,Real Madrid,,1,03.12.2016 16:15,LaLiga - Round 14
495,,55.0,2,,2,,7,11,7,0,1,0,,3,2,,Barcelona,,3,03.12.2016 16:15,LaLiga - Round 14,,45.0,2,,4,,10,8,7,1,1,1,,4,1,,Real Madrid,,1,03.12.2016 16:15,LaLiga - Round 14
496,,41.0,0,,1,,10,12,4,1,1,1,,2,2,,Granada CF,,3,03.12.2016 13:00,LaLiga - Round 14,,59.0,3,,6,,9,10,6,1,0,3,,2,1,,Sevilla,,1,03.12.2016 13:00,LaLiga - Round 14
497,,41.0,2,,3,,8,10,7,4,1,1,,1,4,,Granada CF,,2,03.12.2016 13:00,LaLiga - Round 14,,59.0,1,,2,,7,8,11,3,1,3,,5,5,,Sevilla,,1,03.12.2016 13:00,LaLiga - Round 14
498,,68.0,0,,3,,5,17,4,0,1,1,,3,1,,Las Palmas,,0,28.11.2016 20:45,LaLiga - Round 13,,32.0,0,,1,,14,4,2,0,0,2,,2,0,,Ath Bilbao,,2,28.11.2016 20:45,LaLiga - Round 13
499,,40.0,0,,2,,14,6,6,2,2,1,0,3,3,,Las Palmas,,3,28.11.2016 20:45,LaLiga - Round 13,,60.0,1,,2,,7,13,8,1,1,0,1,4,3,,Ath Bilbao,,4,28.11.2016 20:45,LaLiga - Round 13
500,,53.0,0,,8,,8,7,8,0,0,2,,5,3,,Real Sociedad,,0,27.11.2016 20:45,LaLiga - Round 13,,47.0,1,,2,,6,6,2,3,0,2,,1,0,,Barcelona,,1,27.11.2016 20:45,LaLiga - Round 13
501,,51.0,1,,0,,8,9,10,1,1,2,,6,3,,Real Sociedad,,2,27.11.2016 20:45,LaLiga - Round 13,,49.0,1,,4,,5,10,8,2,1,4,,5,2,,Barcelona,,3,27.11.2016 20:45,LaLiga - Round 13
502,,73.0,2,,0,,1,7,6,0,2,4,,1,3,,Celta Vigo,,0,27.11.2016 18:30,LaLiga - Round 13,,27.0,2,,0,,9,2,3,1,0,0,,1,0,,Granada CF,,2,27.11.2016 18:30,LaLiga - Round 13
503,,66.0,2,,5,,3,10,10,0,1,2,,5,3,,Celta Vigo,,0,27.11.2016 18:30,LaLiga - Round 13,,34.0,0,,0,,6,8,4,2,1,2,,3,1,,Granada CF,,1,27.11.2016 18:30,LaLiga - Round 13
504,,38.0,2,,5,,5,4,4,2,0,0,,1,1,,Osasuna,,2,27.11.2016 16:15,LaLiga - Round 13,,62.0,0,,3,,3,6,5,1,2,1,,1,4,,Atl. Madrid,,2,27.11.2016 16:15,LaLiga - Round 13
505,,54.0,2,,2,,4,3,7,0,0,1,,5,0,,Osasuna,,,27.11.2016 16:15,LaLiga - Round 13,,46.0,0,,1,,3,6,2,0,1,1,,1,1,,Atl. Madrid,,,27.11.2016 16:15,LaLiga - Round 13
506,,59.0,0,,6,,5,12,6,4,0,0,,3,3,,Villarreal,,2,27.11.2016 12:00,LaLiga - Round 13,,41.0,1,,1,,10,5,8,3,2,2,,1,6,,Alaves,,0,27.11.2016 12:00,LaLiga - Round 13
507,,67.0,1,,6,,6,9,17,1,0,0,,9,7,,Villarreal,,0,27.11.2016 12:00,LaLiga - Round 13,,33.0,0,,0,,9,6,2,7,0,0,,1,1,,Alaves,,3,27.11.2016 12:00,LaLiga - Round 13
508,,63.0,0,,1,,8,9,3,0,0,5,,3,0,,Sevilla,,,26.11.2016 20:45,LaLiga - Round 13,,37.0,2,,4,,7,13,3,0,0,2,,1,0,,Valencia,,,26.11.2016 20:45,LaLiga - Round 13
509,,54.0,0,,2,,11,7,3,3,2,4,,2,1,,Sevilla,,0,26.11.2016 20:45,LaLiga - Round 13,,46.0,1,,2,,7,15,7,-1,1,0,,2,4,,Valencia,,1,26.11.2016 20:45,LaLiga - Round 13
510,,56.0,3,,3,,10,8,5,1,0,0,,1,1,,Espanyol,,0,26.11.2016 18:30,LaLiga - Round 13,,44.0,0,,2,,8,10,4,1,0,0,,3,1,,Leganes,,1,26.11.2016 18:30,LaLiga - Round 13
511,,41.0,0,,0,,9,8,3,2,3,1,,0,3,,Espanyol,,1,26.11.2016 18:30,LaLiga - Round 13,,59.0,0,,2,,8,10,4,0,0,1,,2,2,,Leganes,,1,26.11.2016 18:30,LaLiga - Round 13
512,,57.0,3,,3,,4,7,8,1,2,2,,2,3,,Real Madrid,,0,26.11.2016 16:15,LaLiga - Round 13,,43.0,3,,5,,10,6,5,1,1,0,,0,2,,Gijon,,1,26.11.2016 16:15,LaLiga - Round 13
513,,49.0,3,,2,,5,8,11,1,0,0,,4,4,,Real Madrid,,1,26.11.2016 16:15,LaLiga - Round 13,,51.0,0,,1,,8,4,4,4,0,0,,3,1,,Gijon,,2,26.11.2016 16:15,LaLiga - Round 13
514,,37.0,1,,0,,8,10,5,1,2,0,,2,2,,Malaga,,0,26.11.2016 13:00,LaLiga - Round 13,,63.0,1,,1,,9,6,7,0,1,0,,4,2,,Dep. La Coruna,,1,26.11.2016 13:00,LaLiga - Round 13
515,,37.0,1,,2,,7,5,5,4,2,1,,2,2,,Malaga,,3,26.11.2016 13:00,LaLiga - Round 13,,63.0,6,,4,,4,7,17,0,2,3,,5,6,,Dep. La Coruna,,0,26.11.2016 13:00,LaLiga - Round 13
516,,71.0,2,,5,,4,8,9,0,0,1,0,2,5,,Eibar,,,25.11.2016 20:45,LaLiga - Round 13,,29.0,0,,0,,6,5,1,3,0,2,1,1,0,,Betis,,,25.11.2016 20:45,LaLiga - Round 13
517,,53.0,0,,0,,7,3,7,1,1,2,,3,4,,Eibar,,0,25.11.2016 20:45,LaLiga - Round 13,,47.0,1,,1,,1,9,6,3,1,2,,3,2,,Betis,,1,25.11.2016 20:45,LaLiga - Round 13
518,,53.0,3,,0,,8,8,9,0,1,4,,4,2,,Leganes,,1,21.11.2016 20:45,LaLiga - Round 12,,47.0,1,,0,,8,12,3,1,0,0,,2,0,,Osasuna,,1,21.11.2016 20:45,LaLiga - Round 12
519,,57.0,2,,3,,5,10,6,2,1,2,,1,3,,Leganes,,1,21.11.2016 20:45,LaLiga - Round 12,,43.0,0,,2,,9,7,2,2,0,1,,0,2,,Osasuna,,2,21.11.2016 20:45,LaLiga - Round 12
520,,58.0,1,,4,,6,8,2,0,0,2,,1,0,,Ath Bilbao,,0,20.11.2016 20:45,LaLiga - Round 12,,42.0,1,,4,,7,8,2,0,0,1,,1,0,,Villarreal,,1,20.11.2016 20:45,LaLiga - Round 12
521,,44.0,1,,2,,7,10,10,2,1,2,,4,5,,Ath Bilbao,,0,20.11.2016 20:45,LaLiga - Round 12,,56.0,1,,1,,10,9,4,4,0,0,,1,2,,Villarreal,,1,20.11.2016 20:45,LaLiga - Round 12
522,,37.0,0,,0,,10,2,1,3,1,2,,0,1,,Gijon,,1,20.11.2016 18:30,LaLiga - Round 12,,63.0,2,,3,,2,11,10,0,1,0,,4,4,,Real Sociedad,,0,20.11.2016 18:30,LaLiga - Round 12
523,,43.0,1,,3,,7,9,3,3,0,0,,2,0,,Gijon,,1,20.11.2016 18:30,LaLiga - Round 12,,57.0,3,,2,,7,8,10,0,2,4,,2,5,,Real Sociedad,,1,20.11.2016 18:30,LaLiga - Round 12
524,,64.0,2,,4,,2,7,5,2,0,4,,1,2,,Valencia,,1,20.11.2016 16:15,LaLiga - Round 12,,36.0,1,,1,,9,6,6,2,1,0,,2,3,,Granada CF,,1,20.11.2016 16:15,LaLiga - Round 12
525,,66.0,1,,7,,5,8,9,2,1,6,,3,5,,Valencia,,1,20.11.2016 16:15,LaLiga - Round 12,,34.0,1,,1,,9,10,3,4,0,0,,0,2,,Granada CF,,4,20.11.2016 16:15,LaLiga - Round 12
526,,54.0,0,,0,,7,7,3,1,0,0,,1,2,,Alaves,,1,20.11.2016 12:00,LaLiga - Round 12,,46.0,1,,1,,7,5,5,2,0,1,,3,1,,Espanyol,,1,20.11.2016 12:00,LaLiga - Round 12
527,,56.0,0,,2,,13,4,7,1,0,1,,5,2,,Alaves,,4,20.11.2016 12:00,LaLiga - Round 12,,44.0,2,,4,,7,8,5,2,1,0,,1,2,,Espanyol,,1,20.11.2016 12:00,LaLiga - Round 12
528,,45.0,1,,2,,9,8,3,3,0,2,,2,0,,Atl. Madrid,,1,19.11.2016 20:45,LaLiga - Round 12,,55.0,1,,4,,7,11,5,0,1,1,,0,4,,Real Madrid,,0,19.11.2016 20:45,LaLiga - Round 12
529,,49.0,4,,6,,12,8,13,1,0,1,,4,5,,Atl. Madrid,,3,19.11.2016 20:45,LaLiga - Round 12,,51.0,0,,2,,7,12,7,5,2,1,,4,3,,Real Madrid,,2,19.11.2016 20:45,LaLiga - Round 12
530,,44.0,3,,3,,5,5,7,2,1,1,,2,2,,Eibar,,0,19.11.2016 18:30,LaLiga - Round 12,,56.0,2,,0,,5,5,4,1,0,1,,0,2,,Celta Vigo,,1,19.11.2016 18:30,LaLiga - Round 12
531,,40.0,0,,4,,6,10,5,0,0,0,0,2,3,,Eibar,,2,19.11.2016 18:30,LaLiga - Round 12,,60.0,1,,0,,8,4,2,3,0,1,2,1,0,,Celta Vigo,,4,19.11.2016 18:30,LaLiga - Round 12
532,,81.0,3,,6,,5,4,12,1,0,3,,6,3,,Barcelona,,0,19.11.2016 16:15,LaLiga - Round 12,,19.0,0,,0,,4,7,2,3,0,1,,1,1,,Malaga,,1,19.11.2016 16:15,LaLiga - Round 12
533,,81.0,4,,8,,8,6,17,0,0,2,0,8,5,,Barcelona,,0,19.11.2016 16:15,LaLiga - Round 12,,19.0,0,,1,,8,10,2,5,0,0,2,2,0,,Malaga,,1,19.11.2016 16:15,LaLiga - Round 12
534,,28.0,0,,3,,6,8,3,1,2,1,,0,3,,Dep. La Coruna,,,19.11.2016 13:00,LaLiga - Round 12,,72.0,1,,4,,7,7,5,1,1,0,,2,2,,Sevilla,,,19.11.2016 13:00,LaLiga - Round 12
535,,26.0,0,,0,,9,7,1,3,0,1,,1,0,,Dep. La Coruna,,3,19.11.2016 13:00,LaLiga - Round 12,,74.0,8,,10,,5,9,15,0,2,2,,2,5,,Sevilla,,2,19.11.2016 13:00,LaLiga - Round 12
536,,41.0,6,,4,,10,4,9,2,2,4,,0,3,,Betis,,,18.11.2016 20:45,LaLiga - Round 12,,59.0,1,,1,,3,12,6,1,0,1,,3,2,,Las Palmas,,,18.11.2016 20:45,LaLiga - Round 12
537,,27.0,0,,0,,12,9,1,2,0,3,,1,0,,Betis,,0,18.11.2016 20:45,LaLiga - Round 12,,73.0,0,,4,,7,15,3,0,0,2,,1,2,,Las Palmas,,1,18.11.2016 20:45,LaLiga - Round 12
538,,51.0,3,,1,,8,8,9,1,1,1,,5,1,,Sevilla,,1,06.11.2016 20:45,LaLiga - Round 11,,49.0,1,,2,,8,9,4,0,1,0,,1,2,,Barcelona,,2,06.11.2016 20:45,LaLiga - Round 11
539,,45.0,2,,2,,10,4,7,4,0,0,,2,3,,Sevilla,,3,06.11.2016 20:45,LaLiga - Round 11,,55.0,1,,3,,4,9,10,3,1,0,,4,5,,Barcelona,,4,06.11.2016 20:45,LaLiga - Round 11
540,,51.0,4,,8,,9,8,7,0,1,2,,2,1,,Villarreal,,,06.11.2016 18:30,LaLiga - Round 11,,49.0,0,,0,,7,10,1,0,0,1,,1,0,,Betis,,,06.11.2016 18:30,LaLiga - Round 11
541,,47.0,1,,2,,7,5,8,3,1,0,,1,6,,Villarreal,,0,06.11.2016 18:30,LaLiga - Round 11,,53.0,0,,1,,5,6,6,5,0,0,,3,3,,Betis,,2,06.11.2016 18:30,LaLiga - Round 11
542,,56.0,1,,1,,9,5,2,2,1,0,,0,1,,Celta Vigo,,3,06.11.2016 16:15,LaLiga - Round 11,,44.0,0,,2,,5,8,3,0,1,0,,0,3,,Valencia,,0,06.11.2016 16:15,LaLiga - Round 11
543,,52.0,2,,3,,10,11,5,1,1,2,,0,3,,Celta Vigo,,3,06.11.2016 16:15,LaLiga - Round 11,,48.0,2,,1,,10,11,10,2,0,1,,7,1,,Valencia,,1,06.11.2016 16:15,LaLiga - Round 11
544,,52.0,0,,3,,4,5,4,0,0,1,,2,2,,Espanyol,,1,06.11.2016 16:15,LaLiga - Round 11,,48.0,1,,2,,4,4,1,2,0,1,,0,0,,Ath Bilbao,,2,06.11.2016 16:15,LaLiga - Round 11
545,,52.0,0,,2,,9,10,2,0,0,2,,1,1,,Espanyol,,,06.11.2016 16:15,LaLiga - Round 11,,48.0,0,,1,,7,11,3,1,0,2,,3,0,,Ath Bilbao,,,06.11.2016 16:15,LaLiga - Round 11
546,,65.0,1,,1,,4,9,7,1,2,2,,4,2,,Real Madrid,,3,06.11.2016 12:00,LaLiga - Round 11,,35.0,2,,1,,7,5,4,0,0,1,,1,1,,Leganes,,2,06.11.2016 12:00,LaLiga - Round 11
547,,65.0,3,,1,,3,13,10,2,1,1,,2,5,,Real Madrid,,0,06.11.2016 12:00,LaLiga - Round 11,,35.0,1,,1,,13,5,3,4,0,1,,0,2,,Leganes,,3,06.11.2016 12:00,LaLiga - Round 11
548,,67.0,2,,4,,6,10,10,2,0,0,,4,4,,Las Palmas,,1,05.11.2016 20:45,LaLiga - Round 11,,33.0,0,,1,,9,6,4,4,0,1,,2,2,,Eibar,,2,05.11.2016 20:45,LaLiga - Round 11
549,,63.0,1,,3,,4,11,6,3,1,3,,3,2,,Las Palmas,,0,05.11.2016 20:45,LaLiga - Round 11,,37.0,2,,3,,11,7,9,1,0,1,,4,3,,Eibar,,3,05.11.2016 20:45,LaLiga - Round 11
550,,34.0,1,,1,,11,5,6,2,0,0,,3,2,,Osasuna,,1,05.11.2016 18:30,LaLiga - Round 11,,66.0,2,,2,,4,11,8,2,0,1,,4,2,,Alaves,,0,05.11.2016 18:30,LaLiga - Round 11
551,,44.0,1,,2,,7,7,4,0,0,1,,1,2,,Osasuna,,4,05.11.2016 18:30,LaLiga - Round 11,,56.0,0,,2,,6,7,4,2,1,1,,3,1,,Alaves,,2,05.11.2016 18:30,LaLiga - Round 11
552,,54.0,1,,3,,8,8,6,1,0,0,,4,1,,Real Sociedad,,,05.11.2016 16:15,LaLiga - Round 11,,46.0,0,,3,,7,8,5,1,0,1,,4,1,,Atl. Madrid,,,05.11.2016 16:15,LaLiga - Round 11
553,,64.0,2,,3,,10,11,6,1,2,0,,2,2,,Real Sociedad,,2,05.11.2016 16:15,LaLiga - Round 11,,36.0,0,,3,,13,9,4,0,0,1,,3,1,,Atl. Madrid,,4,05.11.2016 16:15,LaLiga - Round 11
