,H_DATETIME,H_GAMEINFO,H_TEAMNAMES,H_GOALS,H_BALL_POSSESSION,H_GOAL_ATTEMPTS,H_SHOTS_ON_GOAL,H_SHOTS_OFF_GOAL,H_BLOCKED_SHOTS,H_FREE_KICKS,H_CORNER_KICKS,H_OFFSIDES,H_GOALKEEPER_SAVES,H_FOULS,H_YELLOW_CARDS,H_RED_CARDS,H_TOTAL_PASSES,H_COMPLETED_PASSES,H_TACKLES,H_ATTACKS,H_DANGEROUS_ATTACKS,A_DATETIME,A_GAMEINFO,A_TEAMNAMES,A_GOALS,A_BALL_POSSESSION,A_GOAL_ATTEMPTS,A_SHOTS_ON_GOAL,A_SHOTS_OFF_GOAL,A_BLOCKED_SHOTS,A_FREE_KICKS,A_CORNER_KICKS,A_OFFSIDES,A_GOALKEEPER_SAVES,A_FOULS,A_YELLOW_CARDS,A_RED_CARDS,A_TOTAL_PASSES,A_COMPLETED_PASSES,A_TACKLES,A_ATTACKS,A_DANGEROUS_ATTACKS,H_CAT,GAMEURL,H_PASSES_IN_THE_FINAL_THIRD,H_HIT_THE_WOODWORK,A_BIG_CHANCES,H_SHOTS_INSIDE_THE_BOX,H_BIG_CHANCES,A_TOUCHES_IN_THE_OPPOSITION_BOX,H_CROSSES,A_CROSSES,A_EXPECTED_GOALS_XG,A_INTERCEPTIONS,H_SHOTS_OUTSIDE_THE_BOX,A_PASSES_IN_THE_FINAL_THIRD,H_THROWINS,H_INTERCEPTIONS,A_SHOTS_OUTSIDE_THE_BOX,H_EXPECTED_GOALS_XG,A_THROWINS,H_CLEARANCES_TOTAL,H_TOUCHES_IN_THE_OPPOSITION_BOX,A_HIT_THE_WOODWORK,A_SHOTS_INSIDE_THE_BOX,A_CLEARANCES_TOTAL,H_HEADED_GOALS,A_HEADED_GOALS,HALFTIME
384,19.10.2024 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",St Etienne,0,30,4,0,3,1,7,1,0,3,6,0.0,,137.0,92.0,,,,19.10.2024 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Lens,1,70,12,4,7,1,6,4,2,0,7,1.0,,,,,,,1,https://www.flashscore.com/match/OAZJOoNr/#/match-summary/match-statistics/1,,,,,,,,,0.60,3,,,5,8,,0.31,14,,,,,,,,1.0
385,19.10.2024 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",St Etienne,0,44,11,1,4,6,9,1,1,0,6,2.0,,198.0,156.0,,,,19.10.2024 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Lens,1,56,1,1,0,0,6,3,1,1,9,1.0,,,,,,,2,https://www.flashscore.com/match/OAZJOoNr/#/match-summary/match-statistics/2,,,,,,,,,0.62,0,,,13,4,,0.47,14,,,,,,,,2.0
386,19.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Brest,0,65,6,1,4,1,7,0,0,2,11,0.0,,273.0,213.0,,,,19.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Rennes,0,35,2,2,0,0,11,3,1,1,7,1.0,,,,,,,1,https://www.flashscore.com/match/WzwSMPie/#/match-summary/match-statistics/1,,,,,,,,,0.05,6,,,11,6,,0.41,8,,,,,,,,1.0
387,19.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Brest,1,47,6,1,3,2,5,2,2,1,7,2.0,,188.0,140.0,,,,19.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Rennes,1,53,4,2,2,0,5,1,1,0,8,1.0,,,,,,,2,https://www.flashscore.com/match/WzwSMPie/#/match-summary/match-statistics/2,,,,,,,,,1.11,7,,,12,1,,1.06,9,,,,,,,,2.0
388,18.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Monaco,0,60,7,3,4,0,6,3,1,1,5,1.0,,268.0,227.0,,,,18.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Lille,0,40,1,1,0,0,5,0,1,3,6,3.0,,,,,,,1,https://www.flashscore.com/match/vwbmU7aL/#/match-summary/match-statistics/1,,,,,,,,,0.17,12,,,13,4,,0.55,8,,,,,,,,1.0
389,18.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Monaco,0,42,7,1,3,3,8,3,1,0,8,0.0,1.0,190.0,158.0,,,,18.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Lille,0,58,2,0,2,0,8,1,0,1,8,2.0,0.0,,,,,,2,https://www.flashscore.com/match/vwbmU7aL/#/match-summary/match-statistics/2,,,,,,,,,0.08,5,,,9,4,,0.68,9,,,,,,,,2.0
390,12.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Le Havre,1,27,6,2,1,3,7,3,0,2,5,1.0,,113.0,77.0,44.0,,,12.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Lens,1,73,14,3,5,6,5,4,0,1,7,1.0,,,,64.0,,,1,https://www.flashscore.com/match/U5ul6et4/#/match-summary/match-statistics/1,71.0,0,1,5,2,24,0.0,39.0,1.20,3,1,75.0,11,9,2,0.53,10,23,9,0,12,12,1,1,1.0
391,12.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Le Havre,0,33,2,2,0,0,7,0,0,3,6,1.0,,132.0,86.0,60.0,,,12.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Lens,1,67,11,4,5,2,6,4,3,2,7,1.0,,,,38.0,,,2,https://www.flashscore.com/match/U5ul6et4/#/match-summary/match-statistics/2,50.0,0,2,2,1,26,14.0,33.0,1.48,1,0,77.0,6,3,1,1.31,12,31,7,0,10,9,0,1,2.0
392,19.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Marseille,0,69,4,0,2,2,9,3,1,0,8,0.0,,323.0,281.0,50.0,,,19.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Strasbourg,1,31,2,1,1,0,8,1,3,0,9,3.0,,,,100.0,,,1,https://www.flashscore.com/match/jZ8VIYP9/#/match-summary/match-statistics/1,65.0,0,1,3,0,3,33.0,50.0,0.29,6,1,53.0,10,7,2,0.23,7,5,9,0,0,8,,,1.0
393,19.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Marseille,1,69,14,3,7,4,5,6,0,2,5,3.0,,284.0,249.0,44.0,,,19.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Strasbourg,0,31,5,2,1,2,5,2,2,2,5,0.0,,,,27.0,,,2,https://www.flashscore.com/match/jZ8VIYP9/#/match-summary/match-statistics/2,80.0,1,1,12,6,10,32.0,20.0,0.51,3,2,42.0,7,10,1,2.69,7,15,31,1,4,27,,,2.0
394,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Angers,1,46,3,1,1,1,3,1,3,1,5,1.0,0.0,216.0,185.0,60.0,,,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Auxerre,0,54,5,1,4,0,5,2,0,0,3,0.0,1.0,,,58.0,,,1,https://www.flashscore.com/match/riCiOT1k/#/match-summary/match-statistics/1,68.0,1,0,0,0,8,14.0,0.0,0.22,7,2,65.0,13,6,2,0.12,14,9,4,0,3,13,,,1.0
395,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Angers,1,48,9,3,3,3,7,3,1,3,4,1.0,,244.0,212.0,82.0,,,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Auxerre,0,52,5,3,1,1,4,0,1,2,7,1.0,,,,30.0,,,2,https://www.flashscore.com/match/riCiOT1k/#/match-summary/match-statistics/2,86.0,0,0,7,2,10,33.0,33.0,0.29,6,3,74.0,3,4,2,0.75,10,8,11,0,3,9,,,2.0
396,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Reims,1,49,3,2,1,0,4,2,0,0,5,1.0,,201.0,169.0,100.0,,,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Le Havre,0,51,2,0,0,2,5,4,0,1,4,1.0,,,,86.0,,,1,https://www.flashscore.com/match/C8LLTkvS/#/match-summary/match-statistics/1,72.0,0,0,2,1,4,0.0,11.0,0.05,8,0,59.0,13,3,0,0.14,14,14,7,0,2,11,,,1.0
397,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Reims,0,61,8,1,3,4,4,4,1,1,4,1.0,,287.0,257.0,50.0,,,19.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Le Havre,1,39,5,2,3,0,4,2,2,1,4,1.0,,,,64.0,,,2,https://www.flashscore.com/match/C8LLTkvS/#/match-summary/match-statistics/2,81.0,0,2,3,1,9,11.0,21.0,0.89,5,6,71.0,4,1,1,0.66,7,9,14,1,4,32,,,2.0
398,18.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Lyon,0,64,6,0,2,4,3,1,1,1,4,,,316.0,283.0,69.0,,,18.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Toulouse,0,36,4,1,3,0,4,3,2,0,3,,,,,62.0,,,1,https://www.flashscore.com/match/UmnI9Und/#/match-summary/match-statistics/1,79.0,0,2,5,0,8,11.0,20.0,0.51,3,1,67.0,9,7,2,0.48,6,10,16,0,2,14,,,1.0
399,18.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Lyon,0,60,5,3,1,1,5,7,1,3,4,1.0,,253.0,212.0,43.0,,,18.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Toulouse,0,40,9,3,2,4,4,2,1,3,5,0.0,,,,60.0,,,2,https://www.flashscore.com/match/UmnI9Und/#/match-summary/match-statistics/2,76.0,0,0,3,0,16,18.0,43.0,0.60,7,2,74.0,8,4,0,0.29,9,9,25,0,9,18,,,2.0
400,18.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Rennes,0,62,11,3,4,4,5,3,0,0,6,1.0,,254.0,222.0,70.0,,,18.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Brest,1,38,6,1,2,3,6,4,1,3,5,1.0,,,,56.0,,,1,https://www.flashscore.com/match/vJ50M7W1/#/match-summary/match-statistics/1,82.0,1,0,7,1,8,8.0,22.0,0.11,5,4,60.0,12,6,2,0.53,9,22,14,0,4,19,,,1.0
401,18.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Rennes,1,74,11,6,4,1,6,1,1,1,7,1.0,,350.0,303.0,100.0,,,18.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Brest,1,26,4,2,2,0,7,0,1,5,6,2.0,,,,75.0,,,2,https://www.flashscore.com/match/vJ50M7W1/#/match-summary/match-statistics/2,80.0,1,3,9,1,7,36.0,100.0,1.18,9,2,44.0,9,6,0,0.96,3,4,34,0,4,20,,,2.0
402,19.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",St Etienne,0,77,2,0,1,1,8,4,1,1,5,,,384.0,333.0,50.0,,,19.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Nantes,1,23,2,2,0,0,5,0,0,0,8,,,,,40.0,,,1,https://www.flashscore.com/match/pdU4XXv3/#/match-summary/match-statistics/1,73.0,0,1,1,0,5,44.0,33.0,0.25,7,0,58.0,14,7,0,0.03,9,6,13,0,2,24,,,1.0
403,19.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",St Etienne,1,73,10,2,3,5,3,3,1,2,4,,,356.0,320.0,100.0,,,19.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Nantes,0,27,6,2,2,2,4,7,0,1,3,,,,,43.0,,,2,https://www.flashscore.com/match/pdU4XXv3/#/match-summary/match-statistics/2,84.0,0,1,10,1,12,25.0,27.0,0.99,4,1,46.0,15,4,1,0.78,5,16,19,0,5,28,,,2.0
404,18.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Lens,1,34,3,1,0,2,3,4,1,2,8,1.0,,159.0,122.0,67.0,,,18.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",PSG,0,66,2,2,0,0,8,0,0,0,3,1.0,,,,63.0,,,1,https://www.flashscore.com/match/xj7wHCfM/#/match-summary/match-statistics/1,64.0,0,0,3,1,8,22.0,0.0,0.12,4,0,80.0,10,2,1,0.20,20,12,13,0,1,13,,,1.0
405,18.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Lens,0,32,7,4,0,3,5,2,4,3,4,1.0,,171.0,132.0,79.0,,,18.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",PSG,2,68,7,5,0,2,4,1,0,4,5,1.0,,,,80.0,,,2,https://www.flashscore.com/match/xj7wHCfM/#/match-summary/match-statistics/2,67.0,0,3,5,1,19,14.0,0.0,1.10,13,2,87.0,8,5,1,0.44,5,6,11,0,6,14,,,2.0
406,17.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Lille,0,60,6,1,3,2,6,5,1,2,5,1.0,,282.0,246.0,33.0,,,17.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Nice,1,40,9,3,4,2,5,5,0,1,6,1.0,,,,100.0,,,1,https://www.flashscore.com/match/dzlABjIq/#/match-summary/match-statistics/1,77.0,0,3,4,0,14,60.0,33.0,2.57,6,2,64.0,8,7,1,0.24,10,13,17,1,8,14,,,1.0
407,17.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Lille,2,50,5,3,2,0,7,2,0,0,8,0.0,,235.0,198.0,53.0,,,17.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Nice,0,50,2,0,1,1,8,2,0,1,7,2.0,,,,75.0,,,2,https://www.flashscore.com/match/dzlABjIq/#/match-summary/match-statistics/2,78.0,0,1,4,2,8,50.0,0.0,0.30,10,1,68.0,14,6,1,0.78,11,18,7,0,1,9,,,2.0
408,17.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Montpellier,0,32,6,2,3,1,5,2,2,7,3,,,119.0,76.0,71.0,,,17.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Monaco,1,68,17,8,3,6,3,11,2,2,5,,,,,63.0,,,1,https://www.flashscore.com/match/jgXCVB9F/#/match-summary/match-statistics/1,50.0,0,1,3,1,20,33.0,40.0,1.42,6,3,78.0,6,5,8,0.34,14,19,5,0,9,9,0,1,1.0
409,26.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Le Havre,0,36,2,1,1,0,9,2,0,5,5,,,153.0,117.0,64.0,,,26.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Brest,1,64,10,6,1,3,5,5,1,1,9,,,,,58.0,,,1,https://www.flashscore.com/match/xl6ZYpG7/#/match-summary/match-statistics/1,54.0,0,3,1,0,17,0.0,20.0,1.56,5,1,77.0,7,5,1,0.32,12,17,4,0,9,15,,,1.0
410,26.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Le Havre,0,52,9,0,5,4,5,4,0,3,7,,,213.0,169.0,67.0,,,26.01.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Brest,0,48,7,3,2,2,7,1,0,0,5,,,,,67.0,,,2,https://www.flashscore.com/match/xl6ZYpG7/#/match-summary/match-statistics/2,60.0,1,0,8,1,16,37.0,13.0,0.38,5,1,72.0,18,4,3,0.60,6,14,20,1,4,24,,,2.0
411,31.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Montpellier,0,42,5,1,4,0,8,1,1,2,5,1.0,,172.0,129.0,79.0,,,31.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Lens,1,58,11,3,3,5,5,4,1,1,8,2.0,,,,57.0,,,1,https://www.flashscore.com/match/C4PyiJyg/#/match-summary/match-statistics/1,47.0,0,2,4,0,17,71.0,6.0,1.03,5,1,73.0,9,5,5,0.52,12,31,9,0,6,10,,,1.0
412,31.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Montpellier,0,56,9,1,6,2,9,3,1,1,7,3.0,,257.0,217.0,83.0,,,31.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Lens,1,44,8,2,5,1,7,1,1,1,9,1.0,,,,38.0,,,2,https://www.flashscore.com/match/C4PyiJyg/#/match-summary/match-statistics/2,63.0,0,3,4,2,12,23.0,33.0,1.05,7,5,80.0,5,1,3,0.31,3,7,12,0,5,21,,,2.0
413,01.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Lille,1,67,10,4,4,2,6,4,1,0,4,,,304.0,266.0,70.0,,,01.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",St Etienne,1,33,5,1,3,1,4,0,1,3,6,,,,,76.0,,,1,https://www.flashscore.com/match/pINqkc65/#/match-summary/match-statistics/1,78.0,0,2,8,1,13,50.0,33.0,1.46,8,2,76.0,16,3,0,1.08,8,1,14,0,5,6,,,1.0
414,01.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Lille,3,67,19,9,3,7,6,3,0,1,7,1.0,0.0,318.0,286.0,93.0,,,01.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",St Etienne,0,33,4,1,1,2,7,1,0,6,6,1.0,1.0,,,20.0,,,2,https://www.flashscore.com/match/pINqkc65/#/match-summary/match-statistics/2,86.0,1,1,12,1,4,36.0,50.0,0.65,8,7,56.0,7,6,2,2.33,11,5,30,0,2,10,,,2.0
415,01.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Monaco,1,63,4,2,2,0,7,4,0,4,7,1.0,,273.0,225.0,70.0,,,01.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Auxerre,2,37,9,6,2,1,7,3,4,1,7,1.0,,,,81.0,,,1,https://www.flashscore.com/match/tbdR1zjB/#/match-summary/match-statistics/1,59.0,0,2,3,1,10,25.0,57.0,1.42,9,1,75.0,9,9,5,0.32,10,7,11,0,4,15,,,1.0
416,01.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Monaco,3,53,7,4,2,1,8,1,2,1,10,1.0,,233.0,193.0,44.0,,,01.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Auxerre,0,47,3,1,2,0,10,1,1,1,8,1.0,,,,29.0,,,2,https://www.flashscore.com/match/tbdR1zjB/#/match-summary/match-statistics/2,75.0,0,0,6,3,8,25.0,50.0,0.15,7,1,59.0,5,7,0,2.31,11,4,12,1,3,7,,,2.0
417,01.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Brest,0,29,5,2,3,0,3,1,0,1,6,1.0,,167.0,124.0,100.0,,,01.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",PSG,1,71,7,2,3,2,6,6,0,2,3,0.0,,,,100.0,,,1,https://www.flashscore.com/match/GxWShu7t/#/match-summary/match-statistics/1,61.0,0,5,2,0,17,0.0,27.0,1.34,5,3,81.0,8,4,0,0.29,7,9,6,1,7,6,,,1.0
418,01.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Brest,2,39,9,5,1,3,9,3,3,1,3,,,202.0,166.0,60.0,,,01.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",PSG,4,61,7,5,1,1,3,1,0,3,9,,,,,71.0,,,2,https://www.flashscore.com/match/GxWShu7t/#/match-summary/match-statistics/2,71.0,0,5,4,0,20,22.0,25.0,2.26,2,5,80.0,8,6,1,0.56,5,9,11,0,6,10,,,2.0
419,02.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Marseille,0,68,6,1,4,1,6,1,0,0,8,1.0,,357.0,327.0,42.0,,,02.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Lyon,0,32,2,0,1,1,8,0,1,1,6,0.0,,,,60.0,,,1,https://www.flashscore.com/match/nNeJYyMO/#/match-summary/match-statistics/1,77.0,0,0,4,0,1,0.0,25.0,0.11,8,2,60.0,6,4,1,0.46,7,6,17,0,1,15,,,1.0
420,02.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Marseille,3,58,14,10,4,0,4,5,0,2,5,3.0,,211.0,190.0,60.0,,,02.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Lyon,2,42,8,4,1,3,5,2,1,7,4,1.0,,,,17.0,,,2,https://www.flashscore.com/match/nNeJYyMO/#/match-summary/match-statistics/2,85.0,0,3,10,5,11,31.0,0.0,1.64,2,4,75.0,5,5,1,2.78,6,10,31,0,7,15,1,0,2.0
421,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Angers,0,51,7,0,4,3,9,1,0,2,5,1.0,1.0,217.0,197.0,67.0,,,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Le Havre,0,49,5,2,2,1,5,1,0,0,9,2.0,1.0,,,50.0,,,1,https://www.flashscore.com/match/YiZaoF5U/#/match-summary/match-statistics/1,83.0,0,2,5,0,11,13.0,22.0,1.34,4,2,70.0,8,4,1,0.37,7,12,10,0,4,8,,,1.0
422,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Angers,1,65,10,2,4,4,10,3,1,2,3,1.0,,290.0,265.0,75.0,,,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Le Havre,1,35,8,3,2,3,3,1,0,1,10,2.0,,,,57.0,,,2,https://www.flashscore.com/match/YiZaoF5U/#/match-summary/match-statistics/2,78.0,0,1,7,3,9,28.0,44.0,0.73,3,3,64.0,8,1,3,1.17,6,12,10,0,5,26,,,2.0
423,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Reims,1,50,9,2,4,3,5,7,1,1,4,,,205.0,164.0,100.0,,,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Nantes,1,50,4,2,1,1,4,1,0,1,5,,,,,67.0,,,1,https://www.flashscore.com/match/tpHhmyyI/#/match-summary/match-statistics/1,65.0,0,1,8,1,12,31.0,17.0,0.67,2,0,56.0,8,4,0,0.67,5,8,22,0,4,15,,,1.0
424,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Nice,1,31,4,3,1,0,7,0,0,1,5,1.0,0.0,125.0,91.0,,,,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Monaco,1,69,3,2,0,1,5,5,1,2,7,4.0,1.0,,,,,,1,https://www.flashscore.com/match/KdJMr7EE/#/match-summary/match-statistics/1,,,,,,,,,0.21,3,,,9,8,,0.47,9,,,,,,,,1.0
425,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Nice,1,49,13,6,5,2,4,6,2,3,11,1.0,,188.0,155.0,,,,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Monaco,0,51,8,3,1,4,11,1,0,5,4,1.0,,,,,,,2,https://www.flashscore.com/match/KdJMr7EE/#/match-summary/match-statistics/2,,,,,,,,,0.19,4,,,7,10,,1.25,6,,,,,,,,2.0
426,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Strasbourg,1,56,5,3,0,2,7,3,0,1,9,1.0,,233.0,198.0,,,,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Nantes,0,44,2,1,0,1,9,2,1,2,7,0.0,,,,,,,1,https://www.flashscore.com/match/h2acepbK/#/match-summary/match-statistics/1,,,,,,,,,0.07,2,,,16,3,,0.53,9,,,,,,,,1.0
427,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Strasbourg,2,44,4,2,1,1,10,2,0,4,6,1.0,,254.0,214.0,,,,27.10.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Nantes,1,56,6,5,1,0,6,2,1,0,10,3.0,,,,,,,2,https://www.flashscore.com/match/h2acepbK/#/match-summary/match-statistics/2,,,,,,,,,0.67,4,,,6,1,,1.34,13,,,,,,,,2.0
428,27.10.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Lyon,1,64,6,3,2,1,7,3,1,0,6,0.0,,269.0,234.0,,,,27.10.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Auxerre,0,36,3,0,2,1,6,0,2,2,7,2.0,,,,,,,1,https://www.flashscore.com/match/WdE2Z2y1/#/match-summary/match-statistics/1,,,,,,,,,0.11,4,,,13,2,,1.31,11,,,,,,,,1.0
429,27.10.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Lyon,1,62,6,5,0,1,7,2,1,2,1,0.0,,250.0,208.0,,,,27.10.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Auxerre,2,38,14,4,5,5,1,4,2,4,7,2.0,,,,,,,2,https://www.flashscore.com/match/WdE2Z2y1/#/match-summary/match-statistics/2,,,,,,,,,1.19,8,,,8,5,,0.56,10,,,,,,,,2.0
430,26.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Lens,0,63,7,3,1,3,8,4,3,1,8,1.0,,217.0,168.0,,,,26.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Lille,0,37,2,1,1,0,8,0,0,3,8,1.0,,,,,,,1,https://www.flashscore.com/match/vaZNtoqR/#/match-summary/match-statistics/1,,,,,,,,,0.26,4,,,12,5,,0.89,12,,,,,,,,1.0
431,26.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Lens,0,53,4,1,1,2,6,4,1,0,8,3.0,,212.0,158.0,,,,26.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Lille,2,47,9,2,0,7,8,2,1,1,6,3.0,,,,,,,2,https://www.flashscore.com/match/vaZNtoqR/#/match-summary/match-statistics/2,,,,,,,,,1.53,5,,,10,6,,0.16,13,,,,,,,,2.0
432,26.10.2024 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Reims,1,60,6,3,3,0,6,3,1,1,5,0.0,,221.0,186.0,,,,26.10.2024 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Brest,2,40,6,3,0,3,5,2,0,2,6,1.0,,,,,,,1,https://www.flashscore.com/match/hQspntL6/#/match-summary/match-statistics/1,,,,,,,,,1.21,6,,,12,7,,0.39,9,,,,,,,,1.0
